caseid,commonweight,birthyr,gender4,educ,race,hispanic,votereg,pid3,pid7,inputstate,CC24_300b_4,CC24_300b_5,CC24_300b_6,CC24_309e,CC24_311a,CC24_311b,CC24_310a,CC24_310b,CC24_310c,CC24_321a,CC24_311c,CC24_311d,CC24_312a,CC24_312b,CC24_312c,CC24_312d,CC24_312e,CC24_312f,CC24_321b,CC24_321c,CC24_321d,CC24_330a,CC24_330b,CC24_330c,CC24_330d,CC24_340a,CC24_340b,CC24_340c,CC24_340d,CC24_340e,CC24_340f,CC24_341a,CC24_341b,CC24_341c,CC24_341d,CC24_416a,CC24_416b,CC24_416c,CC24_440a,CC24_440b,CC24_440c,CC24_440d,CC24_441a,CC24_441b
1880405906,0.7234318554860014,1970,Man,Post-grad,White,No,Yes,Independent,Lean Republican,Alabama,not selected,selected,not selected,Very good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Conservative,Conservative,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Black,White,White,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
1890847276,0.7608145506091677,1986,Woman,High school graduate,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Democrats,Not sure,Republicans,Support,Republican,Democrat,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Oppose,Support,Oppose,Somewhat Conservative,Not sure,Somewhat Liberal,Liberal,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,White,White,,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree
1890822696,0.8115864108679878,1949,Man,High school graduate,White,No,Yes,Independent,Lean Democrat,North Dakota,selected,not selected,selected,Fair,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Republican,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Oppose,Support,Oppose,Middle of the Road,Somewhat Liberal,Conservative,Somewhat Conservative,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,White,White,White,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
1891606040,0.00997281002748462,1969,Woman,No HS,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Poor,Not sure,Not sure,Not sure,Not sure,Democrats,Oppose,Not sure,Not sure,Somewhat disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Support,Oppose,Not sure,Not sure,Not sure,Not sure,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,,,,,,,,,
1890889526,0.7182059297189706,1997,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Very good,Republican,Democrat,Republicans,Neither,Democrats,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Oppose,Support,Oppose,Liberal,Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,White,Not sure,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree
1890889678,0.6744960358250011,1982,Woman,2-year,Black,No,Yes,Democrat,Strong Democrat,Virginia,,,,Fair,Republican,Democrat,Democrats,Republicans,Republicans,Support,Democrat,Republican,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Oppose,Support,Oppose,Somewhat Liberal,Very Conservative,Conservative,Middle of the Road,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Black,White,White,Strongly agree,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1891928504,0.05610873099208961,1950,Man,Some college,Black,No,Yes,Democrat,Strong Democrat,Virginia,selected,selected,selected,Excellent,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Support,Very Liberal,Conservative,Somewhat Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,,,,,,,,,
1880413316,0.2300766069868401,1968,Man,Post-grad,White,No,Yes,Independent,Lean Democrat,North Dakota,,,,Good,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Republican,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Oppose,Support,Oppose,Middle of the Road,Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,White,White,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
1890638248,0.721707987781327,1946,Man,4-year,White,No,Yes,Republican,Strong Republican,Pennsylvania,not selected,selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Not sure,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat approve,Not sure,Oppose,Support,Support,Somewhat Conservative,Liberal,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Not sure,,,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree
1888337858,0.1874870155703255,1982,Man,High school graduate,White,No,Yes,Not sure,Independent,Virginia,not selected,selected,not selected,Fair,Republican,Not sure,Not sure,Not sure,Not sure,Support,Democrat,Not sure,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Not sure,Not sure,Oppose,Support,Oppose,Middle of the Road,Not sure,Not sure,Not sure,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,White,White,White,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree
1890923784,0.04232730564570879,2003,Woman,Some college,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Very good,Republican,Democrat,Republicans,Republicans,Democrats,Support,Republican,Democrat,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Oppose,Middle of the Road,Middle of the Road,Conservative,Conservative,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,,,,,,,,,
1890553920,2.181132810942192,1973,Man,Post-grad,Asian,No,No,Democrat,Not very strong Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Not sure,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Somewhat Liberal,Somewhat Liberal,Liberal,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,White,Asian,,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
1888376718,0.4047576988672481,1997,Man,Post-grad,White,No,Yes,Other,Lean Republican,Pennsylvania,,,,Excellent,Not sure,Not sure,Not sure,Not sure,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Oppose,Somewhat Conservative,Not sure,Very Liberal,Very Liberal,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,,,,,,,,,
1890889532,0.8844567545551232,1969,Man,No HS,White,No,No,Independent,Lean Democrat,Virginia,selected,not selected,not selected,Excellent,Republican,Democrat,Democrats,Republicans,Not sure,Support,Democrat,Not sure,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Oppose,Support,Oppose,Middle of the Road,Conservative,Liberal,Liberal,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,,,,,,,,,
1891911966,0.3425990547736393,2006,Man,Some college,White,No,Yes,Republican,Strong Republican,Virginia,,,,Good,Republican,Never Heard of Person,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Not sure,Not sure,Support,Support,Support,Somewhat Conservative,Not sure,Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,,,,,,,,,
1890225398,1.074731920076925,1960,Woman,Post-grad,Black,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,selected,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Oppose,Support,Oppose,Liberal,Liberal,Somewhat Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,White,,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree
1888330368,1.489553295504019,1961,Man,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,not selected,selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Not sure,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Not sure,Strongly disapprove,Support,Support,Support,Very Conservative,Liberal,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,White,White,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree
1888339568,0.03587523046411512,1997,Other,Some college,White,No,Yes,Independent,Lean Democrat,Virginia,not selected,not selected,selected,Very good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Oppose,Support,Oppose,Very Liberal,Very Conservative,Somewhat Conservative,Middle of the Road,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,,,,,,,,,
1889541806,0.7405879831908156,1952,Man,2-year,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Fair,Democrat,Democrat,Democrats,Republicans,Not sure,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Not sure,Somewhat disapprove,Oppose,Support,Support,Conservative,Liberal,Very Liberal,Very Liberal,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,White,Not sure,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree
1890993684,2.726092577791447,1998,Woman,4-year,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,selected,selected,selected,Excellent,Democrat,Democrat,Democrats,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Somewhat Liberal,Middle of the Road,Very Liberal,Very Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Black,,,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree
1891055582,0.454251276805381,1983,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Alabama,,,,Poor,Not sure,Not sure,Neither,Neither,Neither,Support,Democrat,Not sure,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Support,Oppose,Support,Not sure,Not sure,Not sure,,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,,White,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
1888339670,0.01019419886463319,1970,Man,4-year,Black,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Fair,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Not sure,Not sure,Strongly approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Not sure,Support,Support,Oppose,Very Liberal,Not sure,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,,,,,,,,,
1890937040,0.1014188679974324,1964,Man,No HS,White,No,Yes,Republican,Strong Republican,Pennsylvania,not selected,selected,not selected,Fair,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Support,Very Conservative,Somewhat Liberal,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,,,,,,,,,
1888091992,1.070084681182947,1993,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Good,Democrat,Republican,Democrats,Democrats,Democrats,Support,Democrat,Republican,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Not sure,Not sure,Oppose,Support,Oppose,Very Liberal,Not sure,Somewhat Conservative,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree
1882443132,0.3967735189207542,2006,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Good,Republican,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Never Heard of Person,Somewhat approve,Not sure,Somewhat disapprove,Strongly disapprove,Not sure,Not sure,Oppose,Support,Oppose,Liberal,Somewhat Conservative,Somewhat Liberal,Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Not sure,Not sure,White,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree
1891769454,1.466199433768592,2004,Woman,Some college,White,No,No,Republican,Strong Republican,Virginia,,,,Excellent,Republican,Not sure,Not sure,Not sure,Not sure,Oppose,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Strongly disapprove,Not sure,Support,Support,Oppose,Very Conservative,Conservative,Liberal,Very Liberal,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,,,,,,,,,
1889643534,0.02583453718876254,1991,Woman,Some college,White,No,Yes,Independent,Independent,Pennsylvania,,,,Good,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Not sure,Not sure,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,White,White,,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
1891180488,1.009060139891689,1957,Man,Some college,White,No,Yes,Republican,Strong Republican,North Dakota,not selected,selected,not selected,Good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Support,Middle of the Road,Middle of the Road,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,White,White,White,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree
1888336886,0.3701951167739472,1970,Man,4-year,Black,No,Yes,Democrat,Not very strong Democrat,Virginia,selected,not selected,selected,Good,Republican,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Oppose,Support,Oppose,Middle of the Road,Very Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,,,,,,,,,
1891225740,0.180850511148856,2003,Man,High school graduate,Hispanic,Yes,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Excellent,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Republican,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Oppose,Support,Support,Not sure,Not sure,Not sure,Not sure,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,,,,,,,,,
1891280188,0.06511504655172261,1996,Woman,High school graduate,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Good,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Not sure,Republican,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Oppose,Support,Oppose,Conservative,Not sure,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,,,,,,,,,
1891166062,0.3169107107773759,1987,Man,High school graduate,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,not selected,selected,not selected,Fair,Democrat,Democrat,Not sure,Republicans,Not sure,Support,Not sure,Not sure,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Oppose,Support,Oppose,Middle of the Road,Not sure,Somewhat Conservative,Somewhat Conservative,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,White,White,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree
